X, Y, u, v, rho       # first attempt in obtaining all the layers. Specific layer 8
9.292519682197159625e+00,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.672653542795488946e+01,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.416055117371261574e+01,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.159456691947034557e+01,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.902858266522807185e+01,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.646259841098579813e+01,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.389661415674353151e+01,9.104260227136444783e+00,-3.228949999999999876e-01,8.405050000000000576e-01,0.000000000000000000e+00
6.133062990250125779e+01,9.104260227136444783e+00,-3.278650000000000175e-01,8.151300000000000212e-01,0.000000000000000000e+00
6.876464564825899117e+01,9.104260227136444783e+00,-3.473399999999999821e-01,7.815300000000000580e-01,0.000000000000000000e+00
7.619866139401671035e+01,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.363267713977444373e+01,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.106669288553216290e+01,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.850070863128989629e+01,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.059347243770476297e+02,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.133687401228053488e+02,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.208027558685630822e+02,9.104260227136444783e+00,-3.173650000000000082e-01,8.478399999999999270e-01,0.000000000000000000e+00
1.282367716143208156e+02,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.356707873600785490e+02,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.431048031058362540e+02,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.505388188515939873e+02,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.579728345973517207e+02,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.654068503431094541e+02,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.728408660888671875e+02,9.104260227136444783e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.858503936439432014e+00,1.638766840884559883e+01,1.751099999999999879e-01,9.475249999999999506e-01,0.000000000000000000e+00
9.292519682197159625e+00,1.638766840884559883e+01,-2.779050000000000131e-01,9.043499999999998762e-02,0.000000000000000000e+00
1.672653542795488946e+01,1.638766840884559883e+01,4.460200000000000276e-01,6.349400000000000599e-01,0.000000000000000000e+00
2.416055117371261574e+01,1.638766840884559883e+01,-3.962899999999999756e-01,8.034399999999999320e-01,0.000000000000000000e+00
3.159456691947034557e+01,1.638766840884559883e+01,-4.386499999999999844e-01,4.459699999999999775e-01,0.000000000000000000e+00
3.902858266522807185e+01,1.638766840884559883e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.646259841098579813e+01,1.638766840884559883e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.389661415674353151e+01,1.638766840884559883e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.133062990250125779e+01,1.638766840884559883e+01,-3.963599999999999901e-01,8.023549999999999294e-01,0.000000000000000000e+00
6.876464564825899117e+01,1.638766840884559883e+01,2.195400000000000129e-02,4.475000000000006750e-03,0.000000000000000000e+00
7.619866139401671035e+01,1.638766840884559883e+01,2.590999999999999970e-01,9.228849999999999554e-01,0.000000000000000000e+00
8.363267713977444373e+01,1.638766840884559883e+01,4.614249999999999741e-01,4.980352499999999849e-01,0.000000000000000000e+00
9.106669288553216290e+01,1.638766840884559883e+01,-9.671499999999999542e-03,6.496699999999999697e-01,0.000000000000000000e+00
9.850070863128989629e+01,1.638766840884559883e+01,-4.404049999999999909e-01,4.443300000000000027e-01,0.000000000000000000e+00
1.059347243770476297e+02,1.638766840884559883e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.133687401228053488e+02,1.638766840884559883e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.208027558685630822e+02,1.638766840884559883e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.282367716143208156e+02,1.638766840884559883e+01,-3.639000000000000012e-01,8.413800000000000168e-01,0.000000000000000000e+00
1.356707873600785490e+02,1.638766840884559883e+01,1.162050000000000027e-01,1.436999999999999389e-02,0.000000000000000000e+00
1.431048031058362540e+02,1.638766840884559883e+01,2.308000000000000052e-01,9.406999999999999806e-01,0.000000000000000000e+00
1.505388188515939873e+02,1.638766840884559883e+01,4.461399999999999810e-01,4.205849999999999866e-01,0.000000000000000000e+00
1.579728345973517207e+02,1.638766840884559883e+01,1.224800000000000055e-01,5.733650000000000135e-01,0.000000000000000000e+00
1.654068503431094541e+02,1.638766840884559883e+01,-4.412749999999999728e-01,4.455299999999999816e-01,0.000000000000000000e+00
1.728408660888671875e+02,1.638766840884559883e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.858503936439432014e+00,2.367107659055475466e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.292519682197159625e+00,2.367107659055475466e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.672653542795488946e+01,2.367107659055475466e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.416055117371261574e+01,2.367107659055475466e+01,2.286249999999999949e-01,9.438999999999999613e-01,0.000000000000000000e+00
3.159456691947034557e+01,2.367107659055475466e+01,3.576550000000000007e-01,8.322599999999999998e-01,0.000000000000000000e+00
3.902858266522807185e+01,2.367107659055475466e+01,-4.303750000000000075e-01,2.916650000000000076e-01,0.000000000000000000e+00
4.646259841098579813e+01,2.367107659055475466e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.389661415674353151e+01,2.367107659055475466e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.133062990250125779e+01,2.367107659055475466e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.876464564825899117e+01,2.367107659055475466e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.619866139401671035e+01,2.367107659055475466e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.363267713977444373e+01,2.367107659055475466e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.106669288553216290e+01,2.367107659055475466e+01,2.245449999999999946e-01,9.465500000000000025e-01,0.000000000000000000e+00
9.850070863128989629e+01,2.367107659055475466e+01,3.696349999999999913e-01,8.181450000000000111e-01,0.000000000000000000e+00
1.059347243770476297e+02,2.367107659055475466e+01,4.297300000000000009e-01,7.107099999999999529e-01,0.000000000000000000e+00
1.133687401228053488e+02,2.367107659055475466e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.208027558685630822e+02,2.367107659055475466e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.282367716143208156e+02,2.367107659055475466e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.356707873600785490e+02,2.367107659055475466e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.431048031058362540e+02,2.367107659055475466e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.505388188515939873e+02,2.367107659055475466e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.579728345973517207e+02,2.367107659055475466e+01,1.885350000000000081e-01,9.630900000000000016e-01,0.000000000000000000e+00
1.654068503431094541e+02,2.367107659055475466e+01,-3.780999999999999917e-01,1.922050000000000147e-01,0.000000000000000000e+00
1.728408660888671875e+02,2.367107659055475466e+01,4.275499999999999856e-01,7.180999999999999606e-01,0.000000000000000000e+00
1.858503936439432014e+00,3.095448477226391049e+01,-2.144600000000000117e-01,8.972499999999999920e-01,0.000000000000000000e+00
9.292519682197159625e+00,3.095448477226391049e+01,4.307000000000000273e-01,4.130800000000000027e-01,1.000000000000000000e+00
1.672653542795488946e+01,3.095448477226391049e+01,-3.958599999999999897e-01,3.170350000000000112e-01,1.000000000000000000e+00
2.416055117371261574e+01,3.095448477226391049e+01,4.008450000000000069e-01,7.610449999999999715e-01,1.000000000000000000e+00
3.159456691947034557e+01,3.095448477226391049e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.902858266522807185e+01,3.095448477226391049e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.646259841098579813e+01,3.095448477226391049e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.389661415674353151e+01,3.095448477226391049e+01,-8.340000000000000191e-02,9.494599999999999707e-01,0.000000000000000000e+00
6.133062990250125779e+01,3.095448477226391049e+01,-1.964950000000000030e-01,9.119650000000000256e-01,0.000000000000000000e+00
6.876464564825899117e+01,3.095448477226391049e+01,-2.538949999999999818e-01,8.691800000000000637e-01,0.000000000000000000e+00
7.619866139401671035e+01,3.095448477226391049e+01,4.076449999999999796e-01,3.414300000000000113e-01,0.000000000000000000e+00
8.363267713977444373e+01,3.095448477226391049e+01,3.970899999999999985e-01,6.551449999999999774e-01,0.000000000000000000e+00
9.106669288553216290e+01,3.095448477226391049e+01,-4.022149999999999892e-01,2.489600000000000146e-01,0.000000000000000000e+00
9.850070863128989629e+01,3.095448477226391049e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.059347243770476297e+02,3.095448477226391049e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.133687401228053488e+02,3.095448477226391049e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.208027558685630822e+02,3.095448477226391049e+01,-6.507499999999999396e-02,9.453500000000000236e-01,0.000000000000000000e+00
1.282367716143208156e+02,3.095448477226391049e+01,-2.120700000000000085e-01,9.034949999999999370e-01,1.000000000000000000e+00
1.356707873600785490e+02,3.095448477226391049e+01,-2.746750000000000025e-01,8.532150000000000567e-01,1.000000000000000000e+00
1.431048031058362540e+02,3.095448477226391049e+01,-4.051400000000000001e-01,7.006000000000000005e-01,1.000000000000000000e+00
1.505388188515939873e+02,3.095448477226391049e+01,4.009900000000000131e-01,6.132800000000000473e-01,1.000000000000000000e+00
1.579728345973517207e+02,3.095448477226391049e+01,4.089400000000000257e-01,7.264049999999999674e-01,0.000000000000000000e+00
1.654068503431094541e+02,3.095448477226391049e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.728408660888671875e+02,3.095448477226391049e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.858503936439432014e+00,3.823789295397306631e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.292519682197159625e+00,3.823789295397306631e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.672653542795488946e+01,3.823789295397306631e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.416055117371261574e+01,3.823789295397306631e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.159456691947034557e+01,3.823789295397306631e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.902858266522807185e+01,3.823789295397306631e+01,4.692100000000000160e-01,6.563749999999999307e-01,1.000000000000000000e+00
4.646259841098579813e+01,3.823789295397306631e+01,4.575350000000000250e-01,5.532399999999999540e-01,0.000000000000000000e+00
5.389661415674353151e+01,3.823789295397306631e+01,-4.479299999999999948e-01,4.814370000000000038e-01,0.000000000000000000e+00
6.133062990250125779e+01,3.823789295397306631e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.876464564825899117e+01,3.823789295397306631e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.619866139401671035e+01,3.823789295397306631e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.363267713977444373e+01,3.823789295397306631e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.106669288553216290e+01,3.823789295397306631e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.850070863128989629e+01,3.823789295397306631e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.059347243770476297e+02,3.823789295397306631e+01,-4.833950000000000191e-01,3.970049999999999968e-01,0.000000000000000000e+00
1.133687401228053488e+02,3.823789295397306631e+01,-4.584750000000000214e-01,4.475299999999999834e-01,0.000000000000000000e+00
1.208027558685630822e+02,3.823789295397306631e+01,-4.492999999999999772e-01,4.763045000000000195e-01,0.000000000000000000e+00
1.282367716143208156e+02,3.823789295397306631e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.356707873600785490e+02,3.823789295397306631e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.431048031058362540e+02,3.823789295397306631e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.505388188515939873e+02,3.823789295397306631e+01,9.919999999999999651e-02,9.897449999999999859e-01,1.000000000000000000e+00
1.579728345973517207e+02,3.823789295397306631e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.654068503431094541e+02,3.823789295397306631e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.728408660888671875e+02,3.823789295397306631e+01,-4.859100000000000086e-01,4.392150000000000221e-01,0.000000000000000000e+00
1.858503936439432014e+00,4.552130113568222214e+01,-2.555749999999999966e-01,8.757550000000000612e-01,0.000000000000000000e+00
9.292519682197159625e+00,4.552130113568222214e+01,-3.189649999999999985e-01,8.119700000000000806e-01,1.000000000000000000e+00
1.672653542795488946e+01,4.552130113568222214e+01,-3.604049999999999754e-01,7.491050000000000209e-01,1.000000000000000000e+00
2.416055117371261574e+01,4.552130113568222214e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.159456691947034557e+01,4.552130113568222214e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.902858266522807185e+01,4.552130113568222214e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.646259841098579813e+01,4.552130113568222214e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.389661415674353151e+01,4.552130113568222214e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.133062990250125779e+01,4.552130113568222214e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.876464564825899117e+01,4.552130113568222214e+01,-2.574250000000000149e-01,8.728000000000000203e-01,0.000000000000000000e+00
7.619866139401671035e+01,4.552130113568222214e+01,-3.148650000000000060e-01,8.173349999999999227e-01,0.000000000000000000e+00
8.363267713977444373e+01,4.552130113568222214e+01,3.536000000000000254e-01,2.388950000000000240e-01,0.000000000000000000e+00
9.106669288553216290e+01,4.552130113568222214e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.850070863128989629e+01,4.552130113568222214e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.059347243770476297e+02,4.552130113568222214e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.133687401228053488e+02,4.552130113568222214e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.208027558685630822e+02,4.552130113568222214e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.282367716143208156e+02,4.552130113568222214e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.356707873600785490e+02,4.552130113568222214e+01,-2.697749999999999870e-01,8.643849999999999589e-01,0.000000000000000000e+00
1.431048031058362540e+02,4.552130113568222214e+01,-3.173500000000000210e-01,8.161350000000000549e-01,0.000000000000000000e+00
1.505388188515939873e+02,4.552130113568222214e+01,3.514200000000000101e-01,2.335400000000000253e-01,0.000000000000000000e+00
1.579728345973517207e+02,4.552130113568222214e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.654068503431094541e+02,4.552130113568222214e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.728408660888671875e+02,4.552130113568222214e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.858503936439432014e+00,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.292519682197159625e+00,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.672653542795488946e+01,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.416055117371261574e+01,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.159456691947034557e+01,5.280470931739137797e+01,-2.558199999999999918e-01,8.977249999999999952e-01,0.000000000000000000e+00
3.902858266522807185e+01,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.646259841098579813e+01,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.389661415674353151e+01,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.133062990250125779e+01,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.876464564825899117e+01,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.619866139401671035e+01,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.363267713977444373e+01,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.106669288553216290e+01,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.850070863128989629e+01,5.280470931739137797e+01,-1.657599999999999907e-01,9.497349999999999959e-01,0.000000000000000000e+00
1.059347243770476297e+02,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.133687401228053488e+02,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.208027558685630822e+02,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.282367716143208156e+02,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.356707873600785490e+02,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.431048031058362540e+02,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.505388188515939873e+02,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.579728345973517207e+02,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.654068503431094541e+02,5.280470931739137797e+01,-5.355499999999999844e-02,9.858799999999999786e-01,0.000000000000000000e+00
1.728408660888671875e+02,5.280470931739137797e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.858503936439432014e+00,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.292519682197159625e+00,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.672653542795488946e+01,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.416055117371261574e+01,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.159456691947034557e+01,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.902858266522807185e+01,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.646259841098579813e+01,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.389661415674353151e+01,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.133062990250125779e+01,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.876464564825899117e+01,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.619866139401671035e+01,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.363267713977444373e+01,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.106669288553216290e+01,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.850070863128989629e+01,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.059347243770476297e+02,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.133687401228053488e+02,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.208027558685630822e+02,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.282367716143208156e+02,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.356707873600785490e+02,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.431048031058362540e+02,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.505388188515939873e+02,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.579728345973517207e+02,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.654068503431094541e+02,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.728408660888671875e+02,6.008811749910053379e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.858503936439432014e+00,6.737152568080969672e+01,1.552199999999999934e-02,9.955899999999999750e-01,0.000000000000000000e+00
9.292519682197159625e+00,6.737152568080969672e+01,4.472050000000000192e-01,6.524550000000000072e-01,0.000000000000000000e+00
1.672653542795488946e+01,6.737152568080969672e+01,-4.435950000000000171e-01,3.335049999999999959e-01,0.000000000000000000e+00
2.416055117371261574e+01,6.737152568080969672e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.159456691947034557e+01,6.737152568080969672e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.902858266522807185e+01,6.737152568080969672e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.646259841098579813e+01,6.737152568080969672e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.389661415674353151e+01,6.737152568080969672e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.133062990250125779e+01,6.737152568080969672e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.876464564825899117e+01,6.737152568080969672e+01,-8.001500000000000279e-02,9.819999999999999840e-01,0.000000000000000000e+00
7.619866139401671035e+01,6.737152568080969672e+01,4.597550000000000248e-01,5.390684999999999505e-01,0.000000000000000000e+00
8.363267713977444373e+01,6.737152568080969672e+01,-4.403400000000000092e-01,3.180899999999999839e-01,0.000000000000000000e+00
9.106669288553216290e+01,6.737152568080969672e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.850070863128989629e+01,6.737152568080969672e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.059347243770476297e+02,6.737152568080969672e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
