[-1.         11.70099862],[-0.6       11.6869156],[-0.2        11.67215309],[ 0.2        11.65739058],[ 0.6        11.64327987],[ 1.         11.62948114],[ 1.4        11.61572119],[ 1.8        11.60462805],[ 2.2        11.59353492],[ 2.6        11.58225797],[ 3.         11.57064083],[ 3.4       11.5590237],[ 3.8        11.54207527],[ 4.2        11.52269831],[ 4.6       11.5028915],[ 5.         11.46820339],[ 5.4        11.43351529],[ 5.8        11.39278207],[ 6.2        11.34235019],[ 6.6        11.29191832],[ 7.         11.23241586],[ 7.4        11.17008003],[ 7.8       11.1082757],[ 8.2        11.04922028],[ 8.6        10.99016486],[ 9.         10.93416644],[ 9.4        10.88060026],[ 9.8        10.82703408],[10.2        10.77563672],[10.6        10.72437357],[11.         10.67121084],[11.4        10.61408313],[11.8        10.55695541],[12.2        10.48793328],[12.6       10.4142826],[13.        10.3404755],[13.4        10.26576032],[13.8        10.19104514],[14.2        10.12376112],[14.6        10.06188056],[15. 10.],[15.4         9.96798488],[15.8         9.93596976],[16.2         9.91809248],[16.6        9.9213656],[17.          9.92463872],[17.4         9.94612916],[17.8         9.96901843],[18.2         9.98241576],[18.6         9.98369137],[19.          9.98496698],[19.4         9.96431514],[19.8         9.93811579],[20.2        9.9193419],[20.6         9.90704119],[21.          9.89474048],[21.4         9.92556627],[21.8        10.00205514],[22.2        10.11405792],[22.6        10.23597705],[23.         10.33558693],[23.4        10.42633294],[23.8        10.47919611],[24.2       10.5080262],[24.6        10.51646726],[25.         10.49734632],[25.4        10.47268367],[25.8        10.44313181],[26.2        10.41341793],[26.6        10.39170925],[27.         10.37299365],[27.4        10.35566094],[27.8        10.34464277],[28.2       10.3336246],[28.6        10.32901695],[29.        10.3285969],[29.4        10.32817685],[29.8        10.34182016],[30.2        10.35581271]
[-0.6         2.82556648],[-0.2        3.1464764],[0.2        3.47188528],[0.6       3.8012157],[1.         4.09498627],[1.4        4.35290479],[1.8        4.56704776],[2.2        4.72112626],[2.6        4.83511048],[3.         4.93010595],[3.4        4.99570145],[3.8        5.04791069],[4.2        5.09917269],[4.6        5.14082913],[4.2        5.09917269],[4.6        5.14082913],[5.         5.18248557],[5.4        5.23541871],[5.8        5.30007592],[6.2        5.36473313],[6.6        5.44816147],[7.         5.53236071],[7.4        5.62572089],[7.8        5.72865658],[8.2        5.83272795],[8.6        5.95593204],[9.         6.07913614],[9.4        6.20243959],[9.8        6.32579356],[10.2         6.44911327],[10.6         6.57235217],[11.          6.69559107],[11.4         6.81869843],[11.8         6.94179895],[12.2         7.07171754],[12.6         7.20673185],[13.          7.34611359],[13.4         7.50070368],[13.8         7.65529376],[14.2         7.81892219],[14.6        7.9829443],[15.          8.14696805],[15.4         8.31099246],[15.8         8.47069925],[16.2         8.62533062],[16.6         8.77303582],[17.          8.89218165],[17.4         9.01132747],[17.8         9.09014926],[18.2         9.14762652],[18.6         9.15914979],[19.          9.15966903],[19.4         9.14789429],[19.8         9.15951382],[20.2         9.17275349],[20.6         9.19751495],[21.          9.24218847],[21.4         9.32516342],[21.8         9.45992762]
[15.54381884 -0.77829857],[15.94381884 -0.55019265],[16.34381884 -0.30628542],[16.74381884 -0.04741893],[17.14381884  0.21707697],[17.54381884  0.48561095],[17.94381884  0.74157799],[18.34381884  0.99154837],[18.74381884  1.22771238],[19.14381884  1.45811003],[19.54381884  1.68001803],[19.94381884  1.89763564],[20.34381884  2.10948717],[20.74381884  2.31711626],[21.14381884  2.52269223],[21.54381884  2.72577903],[21.94381884  2.93029264],[22.34381884  3.13793553],[22.74381884  3.34756013],[23.14381884  3.5652899 ],[23.54381884  3.78504718],[23.94381884  4.02035871],[24.34381884  4.25829306],[24.74381884  4.51941091],[24.34381884  4.25829306],[24.74381884  4.51941091],[25.14381884  4.78631973],[25.54381884  5.07971276],[25.94381884  5.38938119],[26.34381884  5.72730605],[26.74381884  6.10237455],[27.14381884  6.50330198],[27.54381884  6.9516484 ],[27.94381884  7.38642279],[28.34381884  7.77637851],[28.74381884  8.0800753 ],[29.14381884  8.28854159],[29.54381884  8.43187846],[29.94381884  8.53855956],[30.34381884  8.59402865]
[15.81937678 20.68943599],[16.21937678 20.36878249],[16.61937678 20.02161085],[17.01937678 19.63924899],[17.41937678 19.23508416],[17.81937678 18.82104751],[18.21937678 18.39424444],[18.61937678 17.95264407],[19.01937678 17.48378351],[19.41937678 16.97951793],[19.81937678 16.44800631],[19.41937678 16.97951793],[19.81937678 16.44800631],[20.21937678 15.89264877],[20.61937678 15.34271002],[21.01937678 14.84863954],[21.41937678 14.46405868],[21.81937678 14.10178739],[22.21937678 13.764199  ],[22.61937678 13.42954261],[23.01937678 13.09602091],[23.41937678 12.76511563],[23.81937678 12.43777017],[24.21937678 12.11564532],[24.61937678 11.82005515],[25.01937678 11.53653178],[25.41937678 11.30401519],[25.81937678 11.1088396 ],[26.21937678 10.95202178]
[ 9.60149588 20.66988196],[10.00149588 20.31229322],[10.40149588 19.86426805],[10.80149588 19.35898578],[11.20149588 18.80796124],[11.60149588 18.24039465],[12.00149588 17.66184529],[12.40149588 17.08828559],[12.80149588 16.53120217],[12.40149588 17.08828559],[12.80149588 16.53120217],[13.20149588 16.00176254],[13.60149588 15.50570595],[14.00149588 15.0428049 ],[14.40149588 14.63321914],[14.80149588 14.24880533],[15.20149588 13.88742806],[15.60149588 13.56768731],[16.00149588 13.26149693],[16.40149588 13.00135536],[16.80149588 12.75955497],[17.20149588 12.57347669],[17.60149588 12.45507358],[18.00149588 12.3627485 ],[18.40149588 12.30751167],[18.80149588 12.28078608],[19.20149588 12.2627092 ],[19.60149588 12.26096719],[20.00149588 12.26217912],[20.40149588 12.24821949],[20.80149588 12.22491405],[21.20149588 12.16553777],[21.60149588 12.09500049],[22.00149588 11.99468812],[22.40149588 11.89098699],[22.80149588 11.75071204],[23.20149588 11.6104371 ],[23.60149588 11.4649961 ],[24.00149588 11.31854136],[24.40149588 11.18534042],[24.80149588 11.05455276]
[ 2.4478362  20.63758597],[ 2.8478362  20.24363843],[ 3.2478362 19.7512418],[ 3.6478362  19.22961755],[ 4.0478362 18.7150307],[ 4.4478362 18.2315338],[ 4.8478362  17.79301469],[ 5.2478362  17.39781469],[ 5.6478362  17.04251559],[ 6.0478362  16.75852127],[ 6.4478362  16.50143665],[ 6.0478362  16.75852127],[ 6.4478362  16.50143665],[ 6.8478362  16.28643663],[ 7.2478362  16.08103681],[ 7.6478362  15.89609601],[ 8.0478362  15.71336265],[ 8.4478362  15.54353418],[ 8.8478362  15.37370572],[ 9.2478362  15.21407337],[ 9.6478362  15.05541845],[10.0478362 14.9007392],[10.4478362  14.74841304],[10.8478362  14.59636516],[11.2478362  14.44486963],[11.6478362  14.29280429],[12.0478362  14.12911891],[12.4478362  13.96543352],[12.8478362  13.78292048],[13.2478362  13.59535394],[13.6478362  13.39501367],[14.0478362 13.1865908],[14.4478362  12.97440083],[14.8478362 12.7585716],[15.2478362  12.54725317],[15.6478362  12.34212251],[16.0478362  12.14857046],[16.4478362  11.98297016],[16.8478362  11.81947454],[17.2478362  11.72083903],[17.6478362  11.66450547],[18.0478362  11.63778889],[18.4478362 11.6417292],[18.8478362  11.66380199],[19.2478362  11.69789625],[19.6478362  11.73206831]
[21.21953613 20.80146482],[21.61953613 20.59034961],[22.01953613 20.36260414],[22.41953613 20.09686292],[22.81953613 19.81032904],[23.21953613 19.49276754],[23.61953613 19.15509215],[24.01953613 18.80683269],[24.41953613 18.43186404],[24.81953613 18.0431049 ],[25.21953613 17.63617696],[25.61953613 17.20147596],[26.01953613 16.75147112],[25.61953613 17.20147596],[26.01953613 16.75147112],[26.41953613 16.29414588],[26.81953613 15.86443404],[27.21953613 15.52392384],[27.61953613 15.28934621],[28.01953613 15.11624207],[28.41953613 15.0163408 ],[28.81953613 14.96524867],[29.21953613 14.93981848],[29.61953613 14.9876856 ],[30.01953613 15.05526637]
[10.31276136 -0.69502421],[10.71276136 -0.37586422],[11.11276136 -0.03046051],[11.51276136  0.36373527],[11.91276136  0.78377001],[12.31276136  1.22181495],[12.71276136  1.67418962],[13.11276136  2.13929007],[13.51276136  2.61895755],[13.11276136  2.13929007],[13.51276136  2.61895755],[13.91276136  3.11855341],[14.31276136  3.63711735],[14.71276136  4.17051782],[15.11276136  4.71396006],[15.51276136  5.26052111],[15.91276136  5.80361065],[16.31276136  6.31731368],[16.71276136  6.78411543],[17.11276136  7.19946949],[17.51276136  7.54556904],[17.91276136  7.7889618 ],[18.31276136  7.99793621],[18.71276136  8.15307839],[19.11276136  8.26304038],[19.51276136  8.36965938],[19.91276136  8.473739  ],[20.31276136  8.57803827],[20.71276136  8.70897785]
[-0.6        16.63470143],[-0.2        16.37961745],[ 0.2        16.12997449],[ 0.6       15.8890243],[ 1.         15.68262922],[ 1.4        15.50007024],[ 1.8        15.34978287],[ 2.2        15.22360711],[ 1.8        15.34978287],[ 2.2        15.22360711],[ 2.6        15.10396788],[ 3.         15.01804554],[ 3.4        14.93212319],[ 3.8        14.86314368],[ 4.2        14.80430807],[ 4.6       14.7460372],[ 5.         14.70532042],[ 5.4        14.66460363],[ 5.8        14.63032617],[ 6.2       14.6052173],[ 6.6        14.58010843],[ 7.         14.55055244],[ 7.4        14.51978288],[ 7.8        14.48542435],[ 8.2        14.43384043],[ 8.6        14.38225651],[ 9.        14.3228466],[ 9.4        14.25796785],[ 9.8        14.19287748],[10.2        14.11881798],[10.6        14.04475849],[11.         13.96156264]
[ 6.1683164  -0.67170118],[ 6.5683164  -0.30631996],[6.9683164  0.12130746],[7.3683164  0.60406806],[7.7683164  1.13026735],[8.1683164  1.67145306],[7.7683164  1.13026735],[8.1683164  1.67145306],[8.5683164  2.22003588],[8.9683164  2.76569776],[9.3683164 3.2993114],[9.7683164  3.81336359],[10.1683164   4.29641052],[10.5683164   4.73403481],[10.9683164   5.13751353],[11.3683164  5.5059777],[11.7683164  5.8232122],[12.1683164   6.12737375],[12.5683164  6.3931477],[12.9683164   6.65399758],[13.3683164   6.89750399],[13.7683164   7.13696184]
[17.02679177 -0.80782114],[17.42679177 -0.61117623],[17.82679177 -0.41369563],[18.22679177 -0.21001763],[ 1.86267918e+01 -3.53214092e-03],[19.02679177  0.19907938],[19.42679177  0.39869463],[19.82679177  0.58858726],[20.22679177  0.76443212],[20.62679177  0.93606374],[21.02679177  1.08662798],[21.42679177  1.23719222],[21.82679177  1.3692148 ],[22.22679177  1.4975087 ],[22.62679177  1.61793537],[23.02679177  1.72758253],[23.42679177  1.83722968],[23.82679177  1.9282848 ],[24.22679177  2.01843533],[24.62679177  2.09674095],[25.02679177  2.15928646],[25.42679177  2.22183197],[25.82679177  2.2622396 ],[26.22679177  2.29840325],[26.62679177  2.33209462],[27.02679177  2.35579624],[26.62679177  2.33209462],[27.02679177  2.35579624],[27.42679177  2.37949786],[27.82679177  2.40274004],[28.22679177  2.42559495],[28.62679177  2.44844985],[29.02679177  2.47899879],[29.42679177  2.51054196],[29.82679177  2.54212661],[30.22679177  2.57384483],[30.62679177  2.60556304]
[-0.6        7.7015241],[-0.2         7.78127691],[0.2        7.86102971],[0.6        7.93910524],[1.         8.01666101],[1.4        8.09026103],[1.8        8.14834107],[1.4        8.09026103],[1.8        8.14834107],[2.2       8.2064211],[2.6        8.24930699],[3.         8.28197477],[3.4        8.31464255],[3.8        8.32576762],[4.2       8.3358703],[4.6        8.33805793],[5.         8.32101494],[5.4        8.30397194],[5.8       8.2677171],[6.2        8.22053958],[6.6       8.1708995],[7.         8.09894447],[7.4        8.02698943],[7.8        7.95483575],[8.2        7.88250269],[8.6        7.81016963],[9.        7.7580308],[9.4       7.7066751],[9.8        7.66637156],[10.2         7.64441324],[10.6         7.62245492],[11.          7.62762736],[11.4         7.64027275],[11.8         7.66574677],[12.2        7.7119107],[12.6         7.75807463]
[13.09627581 -0.74275715],[13.49627581 -0.46359027],[13.89627581 -0.17848064],[14.29627581  0.15864456],[14.69627581  0.50378705],[15.09627581  0.86271718],[15.49627581  1.21746386],[15.89627581  1.57002806],[16.29627581  1.921352  ],[16.69627581  2.27505765],[17.09627581  2.63267182],[17.49627581  3.00234646],[17.89627581  3.38047859],[18.29627581  3.77975646],[18.69627581  4.20120945],[19.09627581  4.64254657],[18.69627581  4.20120945],[19.09627581  4.64254657],[19.49627581  5.11201581],[19.89627581  5.61398032],[20.29627581  6.09511758],[20.69627581  6.54431474],[21.09627581  6.94894359],[21.49627581  7.36308057],[21.89627581  7.80054416],[22.29627581  8.28092497],[22.69627581  8.72181519],[23.09627581  9.06349082],[23.49627581  9.35088929],[23.89627581  9.57963539],[24.29627581  9.75048145],[24.69627581  9.89457393],[25.09627581  9.97850652]
[ 2.40198093 -0.61023429],[ 2.80198093 -0.17594624],[3.20198093 0.30354418],[3.60198093 0.83433964],[4.00198093 1.34546104],[3.60198093 0.83433964],[4.00198093 1.34546104],[4.40198093 1.82784007],[4.80198093 2.28183556],[5.20198093 2.71014336],[5.60198093 3.09805885],[6.00198093 3.45967208],[6.40198093 3.79955221],[6.80198093 4.0945266 ],[7.20198093 4.38115706],[7.60198093 4.63675535],[8.00198093 4.88933363],[8.40198093 5.12422102],[8.80198093 5.35557726],[9.20198093 5.56676327]
