X,Y,U,V,rho
3.092941814221833852e+01,5.805123216014797549e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.092941814221833852e+01,6.156948865470239696e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.092941814221833852e+01,6.508774514925681842e+01,-4.148299999999999765e-01,3.481549999999999923e-01,0.000000000000000000e+00
3.092941814221833852e+01,6.860600164381123989e+01,8.600400000000000267e-01,3.869600000000000262e-01,0.000000000000000000e+00
3.092941814221833852e+01,7.212425813836566135e+01,2.634349999999999747e-01,9.227649999999999464e-01,0.000000000000000000e+00
3.092941814221833852e+01,7.564251463292009703e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.092941814221833852e+01,7.916077112747451849e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.092941814221833852e+01,8.267902762202893996e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.092941814221833852e+01,8.619728411658336142e+01,3.608250000000000068e-01,8.418700000000000072e-01,0.000000000000000000e+00
3.092941814221833852e+01,8.971554061113778289e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.092941814221833852e+01,9.323379710569220435e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.092941814221833852e+01,9.675205360024662582e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.092941814221833852e+01,1.020294383420782651e+02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.274879567999588659e+01,1.759128247277211399e+00,-4.783350000000000102e-02,9.682399999999999896e-01,0.000000000000000000e+00
3.274879567999588659e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.274879567999588659e+01,8.795641236386057216e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.274879567999588659e+01,1.231389773094048046e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.274879567999588659e+01,1.583215422549490192e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.274879567999588659e+01,1.935041072004932516e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.274879567999588659e+01,2.286866721460374663e+01,3.869750000000000134e-01,7.913049999999998141e-01,0.000000000000000000e+00
3.274879567999588659e+01,2.638692370915817165e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.274879567999588659e+01,2.990518020371259311e+01,3.503499999999999948e-01,2.659500000000000197e-01,1.000000000000000000e+00
3.274879567999588659e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.274879567999588659e+01,3.694169319282143960e+01,-3.557500000000000107e-01,7.391149999999998554e-01,1.000000000000000000e+00
3.274879567999588659e+01,4.045994968737586106e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.274879567999588659e+01,4.397820618193028253e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.274879567999588659e+01,4.749646267648471110e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.274879567999588659e+01,5.101471917103913256e+01,-3.215299999999999825e-01,8.150399999999999867e-01,0.000000000000000000e+00
3.274879567999588659e+01,5.453297566559355403e+01,8.367499999999999938e-01,-3.280500000000000083e-01,0.000000000000000000e+00
3.274879567999588659e+01,5.805123216014797549e+01,9.801000000000002765e-02,8.555000000000001492e-02,0.000000000000000000e+00
3.274879567999588659e+01,6.156948865470239696e+01,-8.404800000000000049e-01,-2.712800000000004097e-02,0.000000000000000000e+00
3.274879567999588659e+01,6.508774514925681842e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.274879567999588659e+01,6.860600164381123989e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.274879567999588659e+01,7.212425813836566135e+01,-2.241450000000000109e-01,8.572600000000000220e-01,0.000000000000000000e+00
3.274879567999588659e+01,7.564251463292009703e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.274879567999588659e+01,7.916077112747451849e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.274879567999588659e+01,8.267902762202893996e+01,-8.035999999999999810e-01,4.610400000000000054e-01,0.000000000000000000e+00
3.274879567999588659e+01,8.619728411658336142e+01,-8.355749999999998456e-01,3.632199999999999873e-01,0.000000000000000000e+00
3.274879567999588659e+01,8.971554061113778289e+01,-7.203600000000000003e-01,5.432200000000000362e-01,0.000000000000000000e+00
3.274879567999588659e+01,9.323379710569220435e+01,-9.427499999999999769e-02,-1.852949999999999875e-01,0.000000000000000000e+00
3.274879567999588659e+01,9.675205360024662582e+01,5.805500000000000244e-02,-9.348600000000000243e-01,0.000000000000000000e+00
3.274879567999588659e+01,1.002703100948010473e+02,9.271000000000000074e-02,3.990549999999999931e-01,0.000000000000000000e+00
3.274879567999588659e+01,1.037885665893554688e+02,3.882900000000000240e-02,9.990700000000000136e-01,0.000000000000000000e+00
3.456817321777344176e+01,3.518256494554422797e+00,8.231999999999998208e-01,-3.653250000000000108e-01,0.000000000000000000e+00
3.456817321777344176e+01,7.036512989108845595e+00,8.028600000000000181e-01,5.330899999999999528e-01,0.000000000000000000e+00
3.456817321777344176e+01,1.055476948366326795e+01,3.538850000000000329e-02,1.058349999999999985e-01,0.000000000000000000e+00
3.456817321777344176e+01,1.407302597821769119e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.456817321777344176e+01,1.759128247277211443e+01,4.963049999999999962e-01,4.707450000000000245e-01,0.000000000000000000e+00
3.456817321777344176e+01,2.110953896732653590e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.456817321777344176e+01,2.462779546188096091e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.456817321777344176e+01,2.814605195643538238e+01,9.876599999999999824e-01,4.237100000000004751e-02,0.000000000000000000e+00
3.456817321777344176e+01,3.166430845098980384e+01,4.594699999999999895e-01,6.252699999999999925e-01,0.000000000000000000e+00
3.456817321777344176e+01,3.518256494554422886e+01,9.496299999999999741e-01,-2.396899999999999586e-01,0.000000000000000000e+00
3.456817321777344176e+01,3.870082144009865033e+01,3.357350000000000056e-01,8.701799999999998425e-01,0.000000000000000000e+00
3.456817321777344176e+01,4.221907793465307179e+01,-1.171800000000000619e-01,-7.832299999999999818e-01,0.000000000000000000e+00
3.456817321777344176e+01,4.573733442920749326e+01,4.621000000000000107e-01,6.396399999999999864e-01,0.000000000000000000e+00
3.456817321777344176e+01,4.925559092376192183e+01,9.035800000000000498e-01,1.890400000000000413e-01,0.000000000000000000e+00
3.456817321777344176e+01,5.277384741831634329e+01,4.457149999999999723e-01,5.963650000000000340e-01,0.000000000000000000e+00
3.456817321777344176e+01,5.629210391287076476e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.456817321777344176e+01,5.981036040742518622e+01,-4.726150000000000073e-01,4.152850000000000152e-01,0.000000000000000000e+00
3.456817321777344176e+01,6.332861690197960769e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.456817321777344176e+01,6.684687339653403626e+01,-3.423450000000000104e-01,2.538949999999999818e-01,0.000000000000000000e+00
3.456817321777344176e+01,7.036512989108845773e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.456817321777344176e+01,7.388338638564287919e+01,4.920450000000000101e-01,5.673550000000000537e-01,0.000000000000000000e+00
3.456817321777344176e+01,7.740164288019730066e+01,8.879599999999998605e-01,3.118699999999999806e-01,0.000000000000000000e+00
3.456817321777344176e+01,8.091989937475172212e+01,3.550800000000000067e-01,7.534449999999998093e-01,0.000000000000000000e+00
3.456817321777344176e+01,8.443815586930614359e+01,-7.578599999999998671e-01,1.968399999999999872e-01,0.000000000000000000e+00
3.456817321777344176e+01,8.795641236386056505e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.456817321777344176e+01,9.147466885841498652e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.456817321777344176e+01,9.499292535296942219e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.456817321777344176e+01,9.851118184752384366e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.456817321777344176e+01,1.020294383420782651e+02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,1.759128247277211399e+00,-8.168299999999998340e-01,2.918000000000000593e-01,0.000000000000000000e+00
3.638755075555098983e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,8.795641236386057216e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,1.231389773094048046e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,1.583215422549490192e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,1.935041072004932516e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,2.286866721460374663e+01,3.413599999999999968e-01,9.309399999999999897e-01,0.000000000000000000e+00
3.638755075555098983e+01,2.638692370915817165e+01,7.580000000000000626e-02,9.915049999999999697e-01,0.000000000000000000e+00
3.638755075555098983e+01,2.990518020371259311e+01,9.888200000000000323e-01,-2.636799999999994704e-02,0.000000000000000000e+00
3.638755075555098983e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,3.694169319282143960e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,4.221907793465307179e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,4.573733442920749326e+01,-1.391449999999999909e-01,9.553549999999999542e-01,0.000000000000000000e+00
3.638755075555098983e+01,4.925559092376192183e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,5.277384741831634329e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,5.629210391287076476e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,5.981036040742518622e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,6.332861690197960769e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,6.684687339653403626e+01,-2.948200000000000265e-01,8.331499999999999462e-01,0.000000000000000000e+00
3.638755075555098983e+01,7.036512989108845773e+01,7.828399999999999803e-01,2.135400000000000909e-01,0.000000000000000000e+00
3.638755075555098983e+01,7.388338638564287919e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,7.740164288019730066e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,8.091989937475172212e+01,3.693699999999999761e-01,2.866649999999999476e-01,1.000000000000000000e+00
3.638755075555098983e+01,8.443815586930614359e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.638755075555098983e+01,8.795641236386056505e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,9.147466885841498652e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,9.499292535296942219e+01,-3.168300000000000005e-01,8.220849999999998436e-01,0.000000000000000000e+00
3.638755075555098983e+01,9.851118184752384366e+01,-7.742900000000000338e-01,4.601100000000000190e-01,0.000000000000000000e+00
3.638755075555098983e+01,1.020294383420782651e+02,1.226749999999999646e-01,1.065200000000000452e-01,0.000000000000000000e+00
3.820692829332853790e+01,1.759128247277211399e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.820692829332853790e+01,5.277384741831633974e+00,4.403199999999999892e-01,3.405150000000000121e-01,0.000000000000000000e+00
3.820692829332853790e+01,8.795641236386057216e+00,8.732799999999998342e-01,-3.774299999999999877e-01,0.000000000000000000e+00
3.820692829332853790e+01,1.231389773094048046e+01,-7.475349999999999495e-01,4.271300000000000097e-01,0.000000000000000000e+00
3.820692829332853790e+01,1.583215422549490192e+01,8.569500000000002116e-01,-1.070200000000000040e-01,0.000000000000000000e+00
3.820692829332853790e+01,1.935041072004932516e+01,5.025000000000001688e-02,-2.805250000000000243e-01,0.000000000000000000e+00
3.820692829332853790e+01,2.286866721460374663e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.820692829332853790e+01,2.638692370915817165e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.820692829332853790e+01,2.990518020371259311e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.820692829332853790e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.820692829332853790e+01,3.694169319282143960e+01,9.301899999999999613e-01,-2.564500000000000113e-01,0.000000000000000000e+00
3.820692829332853790e+01,4.045994968737586106e+01,-4.535549999999999859e-01,6.720099999999999962e-01,0.000000000000000000e+00
3.820692829332853790e+01,4.397820618193028253e+01,-7.860000000000000320e-01,5.050000000000000044e-01,0.000000000000000000e+00
3.820692829332853790e+01,4.749646267648471110e+01,-7.704750000000000210e-01,3.123199999999999865e-01,0.000000000000000000e+00
3.820692829332853790e+01,5.101471917103913256e+01,9.908500000000000085e-01,-1.179200000000000248e-01,0.000000000000000000e+00
3.820692829332853790e+01,5.453297566559355403e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.820692829332853790e+01,5.805123216014797549e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.820692829332853790e+01,6.156948865470239696e+01,-4.995499999999999940e-01,5.191050000000000386e-01,0.000000000000000000e+00
3.820692829332853790e+01,6.508774514925681842e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.820692829332853790e+01,6.860600164381123989e+01,9.693600000000001105e-01,-1.473447970000000273e-01,0.000000000000000000e+00
3.820692829332853790e+01,7.212425813836566135e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.820692829332853790e+01,7.564251463292009703e+01,4.421950000000000047e-01,6.658199999999999674e-01,0.000000000000000000e+00
3.820692829332853790e+01,7.916077112747451849e+01,9.936800000000000077e-01,6.262999999999996348e-02,0.000000000000000000e+00
3.820692829332853790e+01,8.267902762202893996e+01,2.796549999999999869e-01,8.188599999999998102e-01,0.000000000000000000e+00
3.820692829332853790e+01,8.619728411658336142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.820692829332853790e+01,8.971554061113778289e+01,4.551799999999999735e-01,6.489449999999999941e-01,0.000000000000000000e+00
3.820692829332853790e+01,9.323379710569220435e+01,9.227499999999999591e-01,1.935199999999999976e-01,0.000000000000000000e+00
3.820692829332853790e+01,9.675205360024662582e+01,3.965299999999999936e-01,6.888350000000000861e-01,0.000000000000000000e+00
3.820692829332853790e+01,1.002703100948010473e+02,-8.526200000000000445e-01,-2.220600000000000074e-01,0.000000000000000000e+00
3.820692829332853790e+01,1.037885665893554688e+02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,7.036512989108845595e+00,4.376749999999999807e-01,6.522250000000000547e-01,0.000000000000000000e+00
4.002630583110608598e+01,1.055476948366326795e+01,8.254599999999998605e-01,3.542100000000000248e-01,0.000000000000000000e+00
4.002630583110608598e+01,1.407302597821769119e+01,4.292699999999999849e-01,4.637569999999999748e-01,0.000000000000000000e+00
4.002630583110608598e+01,1.759128247277211443e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,2.110953896732653590e+01,-4.234049999999999758e-01,3.414550000000000640e-01,0.000000000000000000e+00
4.002630583110608598e+01,2.462779546188096091e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,2.814605195643538238e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,3.518256494554422886e+01,-4.202000000000000179e-01,3.148900000000000032e-01,0.000000000000000000e+00
4.002630583110608598e+01,3.870082144009865033e+01,-8.676899999999998503e-01,-3.636400000000000188e-01,0.000000000000000000e+00
4.002630583110608598e+01,4.221907793465307179e+01,-5.950000000000121858e-04,1.579734999999999889e-01,0.000000000000000000e+00
4.002630583110608598e+01,4.573733442920749326e+01,8.093299999999999939e-01,-1.835599999999999732e-01,0.000000000000000000e+00
4.002630583110608598e+01,4.925559092376192183e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,5.277384741831634329e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,5.629210391287076476e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,5.981036040742518622e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,6.332861690197960769e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,6.684687339653403626e+01,-7.331999999999998519e-01,6.750300000000000189e-01,0.000000000000000000e+00
4.002630583110608598e+01,7.036512989108845773e+01,7.666000000000000592e-02,9.940850000000001074e-01,0.000000000000000000e+00
4.002630583110608598e+01,7.388338638564287919e+01,4.485700000000000243e-01,8.928700000000000525e-01,0.000000000000000000e+00
4.002630583110608598e+01,7.740164288019730066e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,8.091989937475172212e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,8.619728411658336142e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,8.971554061113778289e+01,-4.116100000000000314e-02,9.980949999999999545e-01,0.000000000000000000e+00
4.002630583110608598e+01,9.323379710569220435e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,9.675205360024662582e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,1.002703100948010473e+02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,1.037885665893554688e+02,2.054050000000000042e-01,9.558550000000000102e-01,0.000000000000000000e+00
4.184568336888363405e+01,3.518256494554422797e+00,5.467899999999999983e-01,6.937400000000000233e-01,0.000000000000000000e+00
4.184568336888363405e+01,7.036512989108845595e+00,3.348099999999999965e-01,2.051449999999999940e-01,0.000000000000000000e+00
4.184568336888363405e+01,1.055476948366326795e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.184568336888363405e+01,1.407302597821769119e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.184568336888363405e+01,1.759128247277211443e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.184568336888363405e+01,2.110953896732653590e+01,-3.628199999999999759e-01,7.773449999999998417e-01,0.000000000000000000e+00
4.184568336888363405e+01,2.462779546188096091e+01,9.469699999999999784e-01,-2.893999999999999906e-01,0.000000000000000000e+00
4.184568336888363405e+01,2.814605195643538238e+01,-3.891149999999999887e-01,6.448099999999999943e-01,1.000000000000000000e+00
4.184568336888363405e+01,3.166430845098980384e+01,-8.490100000000000424e-01,-6.910199999999999676e-02,1.000000000000000000e+00
4.184568336888363405e+01,3.518256494554422886e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.184568336888363405e+01,3.870082144009865033e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.184568336888363405e+01,4.221907793465307179e+01,3.383849999999999913e-01,2.518400000000000638e-01,0.000000000000000000e+00
4.184568336888363405e+01,4.573733442920749326e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.184568336888363405e+01,4.925559092376192183e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.184568336888363405e+01,5.277384741831634329e+01,-8.231600000000000028e-01,4.356800000000000672e-01,0.000000000000000000e+00
4.184568336888363405e+01,5.629210391287076476e+01,-8.061399999999999677e-01,4.089749999999999774e-01,0.000000000000000000e+00
4.184568336888363405e+01,5.981036040742518622e+01,-7.957199999999999829e-01,3.686200000000000032e-01,0.000000000000000000e+00
4.184568336888363405e+01,6.332861690197960769e+01,-7.541849999999999943e-01,3.637449999999999850e-01,0.000000000000000000e+00
4.184568336888363405e+01,6.684687339653403626e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.184568336888363405e+01,7.036512989108845773e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.184568336888363405e+01,7.388338638564287919e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.184568336888363405e+01,7.740164288019730066e+01,4.532050000000000245e-01,4.019599999999999840e-01,0.000000000000000000e+00
4.184568336888363405e+01,8.091989937475172212e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.184568336888363405e+01,8.443815586930614359e+01,-4.137700000000000267e-01,7.551900000000000279e-01,0.000000000000000000e+00
4.184568336888363405e+01,8.795641236386056505e+01,-7.962200000000000388e-01,4.860900000000000221e-01,0.000000000000000000e+00
4.184568336888363405e+01,9.147466885841498652e+01,5.181500000000005546e-02,1.023649999999999838e-01,0.000000000000000000e+00
4.184568336888363405e+01,9.499292535296942219e+01,-8.746099999999999985e-01,4.006000000000000671e-01,0.000000000000000000e+00
4.184568336888363405e+01,9.851118184752384366e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.184568336888363405e+01,1.020294383420782651e+02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.366506090666118212e+01,1.759128247277211399e+00,-9.441100000000000048e-01,2.207294999999999952e-01,0.000000000000000000e+00
4.366506090666118212e+01,5.277384741831633974e+00,8.080600000000000005e-01,-4.504799999999999915e-01,0.000000000000000000e+00
4.366506090666118212e+01,8.795641236386057216e+00,-2.800000000000002487e-02,-1.471474999999999866e-01,0.000000000000000000e+00
4.366506090666118212e+01,1.231389773094048046e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.366506090666118212e+01,1.583215422549490192e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.366506090666118212e+01,1.935041072004932516e+01,-2.163499999999995982e-02,8.680999999999999828e-01,0.000000000000000000e+00
4.366506090666118212e+01,2.286866721460374663e+01,4.707100000000000173e-01,5.457824999999999482e-01,0.000000000000000000e+00
4.366506090666118212e+01,2.638692370915817165e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.366506090666118212e+01,2.990518020371259311e+01,5.024960000000000537e-01,2.961250000000000271e-01,0.000000000000000000e+00
4.366506090666118212e+01,3.342343669826701813e+01,9.259399999999999853e-01,2.126800000000000079e-01,0.000000000000000000e+00
4.366506090666118212e+01,3.694169319282143960e+01,3.766550000000000176e-01,7.357000000000000206e-01,0.000000000000000000e+00
4.366506090666118212e+01,4.045994968737586106e+01,8.362199999999998523e-01,3.656599999999999850e-01,0.000000000000000000e+00
4.366506090666118212e+01,4.397820618193028253e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.366506090666118212e+01,4.749646267648471110e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.366506090666118212e+01,5.101471917103913256e+01,-4.116000000000000214e-01,3.220750000000000002e-01,0.000000000000000000e+00
4.366506090666118212e+01,5.453297566559355403e+01,8.454399999999998583e-01,4.312000000000000832e-01,0.000000000000000000e+00
4.366506090666118212e+01,5.805123216014797549e+01,-3.718049999999999966e-01,5.486619999999999830e-01,0.000000000000000000e+00
4.366506090666118212e+01,6.156948865470239696e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.366506090666118212e+01,6.508774514925681842e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.366506090666118212e+01,6.860600164381123989e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.366506090666118212e+01,7.212425813836566135e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.366506090666118212e+01,7.564251463292009703e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.366506090666118212e+01,7.916077112747451849e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.366506090666118212e+01,8.267902762202893996e+01,8.171000000000000485e-01,4.105500000000000260e-01,0.000000000000000000e+00
4.366506090666118212e+01,8.619728411658336142e+01,-1.711000000000006960e-02,1.139300000000000451e-01,0.000000000000000000e+00
4.366506090666118212e+01,8.971554061113778289e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.366506090666118212e+01,9.323379710569220435e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.366506090666118212e+01,9.675205360024662582e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.366506090666118212e+01,1.002703100948010473e+02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.366506090666118212e+01,1.037885665893554688e+02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.548443844443873729e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.548443844443873729e+01,7.036512989108845595e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.548443844443873729e+01,1.055476948366326795e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.548443844443873729e+01,1.407302597821769119e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.548443844443873729e+01,1.759128247277211443e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.548443844443873729e+01,2.110953896732653590e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.548443844443873729e+01,2.638692370915817165e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.548443844443873729e+01,2.990518020371259311e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.548443844443873729e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.548443844443873729e+01,3.694169319282143960e+01,9.789000000000000479e-02,9.861450000000000493e-01,0.000000000000000000e+00
4.548443844443873729e+01,4.045994968737586106e+01,6.926600000000000534e-01,-7.198799999999999644e-01,0.000000000000000000e+00
4.548443844443873729e+01,4.397820618193028253e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
